,rmse,mean,median,std,min,max,sse
07_fast-SVO.txt,0.2588533193076495,0.16216853521793329,0.10725144748380129,0.2017582888058329,0.0007051225250905298,2.011814638577114,73.63853996733015
07_py-SVO.txt,0.15188869094585794,0.09162412707077569,0.061759764462991806,0.1211412141913919,0.0006342052159333504,2.1286173097651644,25.354121706533732
